Replication,Phoenix,Denver,Chicago,Atlanta
3404,11.7544,95.7135,166.93,125.602
3405,12.8363,98.3977,164.439,124.327
3406,12.538,98.5439,162.807,126.111
3407,11.883,98.7076,164.713,124.696
3408,11.1871,99.5848,164.532,124.696
3409,13.1696,98.1871,166.222,122.421
3410,12.2339,98.2924,165.17,124.304
3411,12.0526,97.5673,166.83,123.55
3412,12.5731,100.953,164.31,122.164
3413,12.2164,98.0292,165.327,124.427
3414,12.4152,97.3684,164.439,125.778
3415,12.5322,98.4971,166.058,122.912
3416,12.4561,95.848,169.012,122.684
3417,11.345,97.6667,165.351,125.637
3418,12.8538,97.2164,165.439,124.491
3419,13.4035,97.1053,166,123.491
3420,11.6082,97.883,166.596,123.912
3421,12.076,98.3918,166.526,123.006
3422,12.6023,94.9415,166.924,125.532
3423,13.0058,95.5614,166.561,124.871
3424,11.5789,97.5556,166.854,124.012
3425,12.0643,99.5146,164.895,123.526
3426,13.0351,96.5965,164.485,125.883
3427,13.269,96.6199,165.538,124.573
3428,13.3509,97.5088,165.234,123.906
3429,12.5029,98.8772,163.404,125.216
3430,12.5556,97.2398,165.462,124.743
3431,11.6842,99.1404,165.836,123.339
3432,11.807,98.2749,164.643,125.275
3433,11.924,95.4386,168.538,124.099
3434,13.2982,95.3099,165,126.392
3435,12.2749,95.9474,166.14,125.637
3436,11.7018,97.7018,166.48,124.117
3437,13.1228,96.4912,165.579,124.807
3438,12.6608,98.2924,164.047,125
3439,12.3743,98.4854,164.579,124.561
3440,13.4971,96.4503,164.48,125.573
3441,13.2749,95.6901,164.877,126.158
3442,12.9766,98.0526,165.737,123.234
3443,11.655,95.6433,166.392,126.31
3444,11.883,99.0585,164.07,124.988
3445,12.5731,98.6374,165.754,123.035
3446,12.0702,96.2047,167.871,123.854
3447,12.9415,95.0994,165.942,126.018
3448,12.1696,97.3567,165.088,125.386
3449,12.4035,97.8012,166.257,123.538
3450,13.3392,97.8012,166.064,122.795
3451,12.7427,100.333,164.918,122.006
3452,13.1579,100.111,162.784,123.947
3453,12.6433,96.8304,166.292,124.234
3454,13.1462,96.9825,164.942,124.93
3455,13.7076,95.386,164.965,125.942
3456,11.3801,97.5673,166.749,124.304
3457,12.7778,95.2632,166.661,125.298
3458,12.883,95.7953,165.836,125.485
3459,11.8655,97.152,166.164,124.819
3460,12.2339,97.9649,164.684,125.117
3461,12.4795,97.7661,164.012,125.743
3462,13.1053,98.2749,163.789,124.83
3463,12.5088,97.7485,166.503,123.24
3464,12.4152,97.4094,166.532,123.643
3465,11.5322,99.6725,163.883,124.912
3466,12.4503,97.7895,165.07,124.69
3467,12.848,96.6667,164.959,125.526
3468,12.1696,96.1462,164.018,127.667
3469,12.4211,98.7602,165.357,123.462
3470,10.7895,98.8129,166.012,124.386
3471,12.9181,98.2632,167.035,121.784
3472,12.1462,97.8713,165.111,124.871
3473,13.0468,100.532,163.696,122.725
3474,12.2865,98.8713,165.275,123.567
3475,11.5088,100.006,164.415,124.07
3476,12.3333,98.9298,164.339,124.398
3477,13.2924,95.5789,167.339,123.789
3478,11.7836,98.0175,165.819,124.38
3479,12.8596,94.9064,165.749,126.485
3480,12.462,94.8304,168.111,124.596
3481,12.3041,97.5146,164.795,125.386
3482,12.1053,97.6667,166.532,123.696
3483,12.3626,96.3158,165.287,126.035
3484,11.2456,97.8421,166.725,124.187
3485,11.5146,97.6784,166.298,124.509
3486,12.7719,97.7485,163.708,125.772
3487,12.1813,98.9181,166.404,122.497
3488,12.5556,97.7661,163.801,125.877
3489,13.8889,96.2515,165.567,124.292
3490,12.5088,99.462,165.567,122.462
3491,12.2164,95.4152,166.129,126.24
3492,11.9883,95.9766,165.743,126.292
3493,12.7544,96.9649,165.158,125.123
3494,12.4561,98.6725,166.842,122.029
3495,11.5439,99.1345,167.45,121.871
3496,12.4327,97.7251,166.082,123.76
3497,12.0643,98.2573,163.684,125.994
3498,12.7485,97.4795,165.129,124.643
3499,12.269,99.4211,166.673,121.637
3500,12.2105,97.5789,165.988,124.222
3501,12.4444,96.7953,164.31,126.45
3502,12.9415,97.1287,164.269,125.661
3503,11.8421,98.655,164.222,125.281
3504,12.0468,97.3041,165.93,124.719
3505,12.1637,96.2865,164.942,126.608
3506,12.2222,98.8363,165.392,123.55
3507,12.9591,97.3567,167.094,122.591
3508,12.5848,96.0994,164.439,126.877
3509,11.1696,97.3275,165.094,126.409
3510,12.7018,96.2339,166.439,124.626
3511,12.2865,96.5789,164.053,127.082
3512,13.0468,97.8538,165.415,123.684
3513,12.1579,97.4561,164.947,125.439
3514,13.0468,95.6433,167.211,124.099
3515,11.5906,98.2047,163.497,126.708
3516,12.1871,98.7427,166.105,122.965
3517,12.2573,98.3509,166.702,122.69
3518,11.4503,98.5322,165.62,124.398
3519,11.6667,97.1053,167.415,123.813
3520,12.7895,95.5088,168.222,123.48
3521,13.9591,94.2047,166.023,125.813
3522,11.1345,97.2105,166.17,125.485
3523,11.6959,97.269,165.257,125.778
3524,12.9532,99.6959,163.421,123.93
3525,12.614,100.503,163.953,122.93
3526,12.6491,98.6199,166.778,121.953
3527,13.3216,96.9415,165.953,123.784
3528,13.5322,95.4854,166.088,124.895
3529,12.152,96.9708,168.351,122.526
3530,11.6959,97.7602,166.146,124.398
3531,12.3684,97.7719,166.146,123.713
3532,13.9591,95.117,166.205,124.719
3533,11.9181,100.632,163.813,123.637
3534,12.2222,98.0585,166.865,122.854
3535,11.807,96.4094,165.678,126.105
3536,12.386,97.9825,165.556,124.076
3537,12.0702,97.0409,165.778,125.111
3538,12.614,97.0292,164.409,125.947
3539,12.117,97.7076,164.444,125.731
3540,12.3158,98.9883,163.661,125.035
3541,12.5029,98.7836,163.386,125.327
3542,13.5263,95.6316,166.491,124.351
3543,11.6433,98.1345,167.491,122.731
3544,11.7544,95.8655,166.556,125.825
3545,14.2573,96.6374,163.784,125.322
3546,11.152,98.3918,165.263,125.193
3547,11.3392,99.731,164.222,124.708
3548,12.9708,98.8713,164.462,123.696
3549,13.1579,96.7135,165.959,124.17
3550,12.0702,98.4152,165.731,123.784
3551,11.7953,96.1053,164.854,127.246
3552,13.117,98.8246,165.52,122.538
3553,12.8187,97.7544,164.585,124.842
3554,12.3509,99.1053,163.544,125
3555,12.6082,96.8421,163.936,126.614
3556,13.2105,98.3684,163.83,124.591
3557,12.4444,98.7719,165.509,123.275
3558,12.3918,97.1754,166.322,124.111
3559,12.2807,98.3275,165.649,123.743
3560,12.4152,97.1404,167.591,122.854
3561,12.6901,100.292,165.158,121.86
3562,12.8187,97.8304,165.491,123.86
3563,12.0234,96.9532,164.813,126.211
3564,12.2164,97.9357,166.404,123.444
3565,13.5029,96.5848,165.702,124.211
3566,11.7135,96.9591,166.83,124.497
3567,12.7076,96.9474,166.292,124.053
3568,12.4211,97.345,164.614,125.62
3569,11.4678,99.3216,164.702,124.509
3570,12.5848,97.7251,167.474,122.216
3571,12.6257,96.3392,165.146,125.889
3572,14.1813,97.8246,166.263,121.731
3573,11.8538,98.7602,166.076,123.31
3574,12.4035,97.2456,167.415,122.936
3575,12.4737,97.5497,165.772,124.205
3576,12.2749,100.029,165.643,122.053
3577,11.8363,95.7836,167.947,124.433
3578,12.0234,99.1111,165.175,123.69
3579,12.1462,96.8947,166.713,124.246
3580,12.883,97.6959,163.813,125.608
3581,12.5439,96.924,166.702,123.83
3582,12.2573,98.8889,165.228,123.626
3583,12.9942,95.3977,165.556,126.053
3584,12.5322,96.6667,164.409,126.392
3585,13.6608,98.6608,163.228,124.45
3586,12.1988,99.2164,162.854,125.731
3587,13.3684,97.8012,164.801,124.029
3588,10.7778,100.316,163.374,125.532
3589,13.7251,93.8246,168.006,124.444
3590,12.8655,98.6199,162.865,125.649
3591,12.8246,97.2339,165.251,124.69
3592,12.5848,99.3099,164.386,123.719
3593,12.5205,99.0058,163.877,124.596
3594,12.4854,99.1111,164.292,124.111
3595,13.3216,99.4211,164.292,122.965
3596,11.7135,99.7193,165.62,122.947
3597,12.7427,95.7544,166.368,125.135
3598,12.1111,98.076,164.52,125.292
3599,12.4854,96.0409,164.52,126.953
3600,11.3275,98.2982,166.965,123.409
3601,12.8655,98.7953,163.655,124.684
3602,11.5497,98.4971,164.234,125.719
3603,11.3158,96.2515,164.795,127.637
3604,12.4561,96.9591,165.398,125.187
3605,12.6257,96.386,164.673,126.316
3606,12.1404,98.5673,165.392,123.901
3607,12.8363,96.7485,164.07,126.345
3608,13.2398,95.8421,165.515,125.404
3609,13.7661,98.0351,165.649,122.55
3610,12.5029,99.7018,164.778,123.018
3611,12.731,97.8772,163.345,126.047
3612,11.0702,98.2047,166.064,124.661
3613,13.7602,97.8187,163.772,124.649
3614,13.2105,97.9591,163.836,124.994
3615,11.9591,97.8596,166.281,123.901
3616,13.2398,98.731,163.877,124.152
3617,12.5088,97.2515,166.444,123.795
3618,12.6667,99.0936,164.14,124.099
3619,13.1287,96.848,168.187,121.836
3620,12.2164,97.1287,164.123,126.532
3621,13.5263,98.0643,164.129,124.281
3622,13.1579,97.3275,163.316,126.199
3623,12.538,96.848,167.626,122.988
3624,12.5439,98.7953,163.357,125.304
3625,11.6667,96.8596,165.047,126.427
3626,11.6901,98.924,165.152,124.234
3627,10.9883,99.8713,166.965,122.175
3628,13.4854,96.0936,166.421,124
3629,12.4737,97.6901,165.491,124.345
3630,13.7018,96.2924,165.626,124.38
3631,11.9181,96.7661,167.912,123.404
3632,12.6959,98.7076,163.608,124.988
3633,12.8889,96.2865,165.632,125.193
3634,11.655,97.6725,165.257,125.415
3635,12.7427,97.3333,166.363,123.561
3636,11.924,96.5965,165.918,125.561
3637,12.3041,97.5146,166.257,123.924
3638,12.4561,95.2105,167.234,125.099
3639,12.2281,96.2398,164.532,127
3640,12.1345,96.2865,165.825,125.754
3641,12.1462,98.5205,164.737,124.596
3642,12.1404,97.3977,165.684,124.778
3643,12.3918,98.5614,166.123,122.924
3644,12.5614,98.1053,167.713,121.62
3645,13.4152,98.1111,164.111,124.363
3646,12.0117,96.4795,165.632,125.877
3647,12.4912,97.8713,166.17,123.468
3648,13.6959,97.1813,165.784,123.339
3649,12.8889,97.2865,165.988,123.836
3650,12.7661,96.5789,165.977,124.678
3651,12.8947,96.0526,164.444,126.608
3652,12.5088,100.287,165.257,121.947
3653,12.9649,96.7368,163.854,126.444
3654,11.193,98.2573,166.596,123.953
3655,12.9766,98.345,164.322,124.357
3656,12.0877,99.731,163.386,124.795
3657,13.4152,96.4152,164.538,125.632
3658,12.5263,97.1053,165.48,124.889
3659,12.4971,96.4795,165.456,125.567
3660,12.9006,97.3743,166.205,123.52
3661,11.5088,97.3626,167.076,124.053
3662,12.0819,97.2573,169.485,121.175
3663,12.2573,100.924,165.351,121.468
3664,11.7485,98.883,164.69,124.678
3665,13.2047,98.655,164.433,123.708
3666,12.1053,99.1696,163.918,124.807
3667,12.0643,97.9708,165.409,124.556
3668,11.848,94.3041,168.789,125.058
3669,12.5146,95.1345,165.643,126.708
3670,11.9181,95.7368,165.053,127.292
3671,12.4561,96.9942,164.158,126.392
3672,12.0117,96.4211,169.292,122.275
3673,11.924,99.7602,165.14,123.175
3674,11.3977,98.6433,168.164,121.795
3675,12.1988,98.7544,167.018,122.029
3676,11.5497,98.1988,164.094,126.158
3677,12.8655,97.1462,164.082,125.906
3678,13.1287,99.8421,165.14,121.889
3679,12.848,98.0877,164.263,124.801
3680,11.6667,98.269,166.175,123.889
3681,12.883,97.6316,165,124.485
3682,11.3216,96.7602,164.994,126.924
3683,12.2105,96.5906,165.784,125.415
3684,13.0994,98.8421,165.304,122.754
3685,12.7485,96.8304,165.316,125.105
3686,12.8538,99.2164,165.17,122.76
3687,13.6901,99.1111,162.906,124.292
3688,12.4094,97.5205,166.018,124.053
3689,12.0819,99.1053,164.433,124.38
3690,13.3684,99.3275,163.953,123.351
3691,13.9649,98.4386,163.497,124.099
3692,13.3099,98.6433,164.31,123.737
3693,12.5205,97.5439,166.398,123.538
3694,12.4854,97.4678,165.895,124.152
3695,12.0468,97.614,165.673,124.667
3696,11.7485,98.3392,165.813,124.099
3697,12.5789,95.8655,167.591,123.965
3698,11.8889,96.9123,167.532,123.667
3699,12.655,97.1813,165.988,124.175
3700,12.883,96.8421,166.608,123.667
3701,11.7485,97.1462,166.936,124.17
3702,12.9591,100.404,163.023,123.614
3703,12.8304,97.3216,165.708,124.14
3704,12.076,96.5848,166.608,124.731
3705,12.4678,99.3275,161.637,126.567
3706,11.7368,99.3099,165.865,123.088
3707,13.0351,94.9006,163.848,128.216
3708,11.9708,97.3684,167.158,123.503
3709,12.9357,97.7251,164.877,124.462
3710,12.8129,96.8713,165.602,124.713
3711,13.883,97.4912,164.602,124.023
3712,12.2515,99.4269,164.585,123.737
3713,13.5848,96.386,167.48,122.55
3714,13.1111,96.0819,167.246,123.561
3715,12.2164,98.2982,164.678,124.807
3716,13.7895,95.7602,163.456,126.994
3717,13.152,97.4737,164.398,124.977
3718,11.6784,96.8012,167.749,123.772
3719,12.807,96.5848,165.655,124.953
3720,12.3216,99.4678,165.626,122.585
3721,12.5906,97.9357,163.965,125.509
3722,12.2105,98.3918,163.099,126.298
3723,12.4912,97.731,165.275,124.503
3724,12.5906,100.906,162.462,124.041
3725,12.6842,99.0819,165.175,123.058
3726,12.0702,99.5789,163.737,124.614
3727,14.3333,97.8596,164.819,122.988
3728,12.3333,96.924,166.491,124.251
3729,13.6608,96.5322,164.228,125.579
3730,13.0936,99.193,162.906,124.807
3731,12.731,95.8596,166.556,124.854
3732,12.7719,97.9415,165.029,124.257
3733,11.0468,95.6433,165.485,127.825
3734,12.8012,98.9708,164.275,123.953
3735,13.0175,95.9415,166.304,124.737
3736,12.2456,98.117,165.275,124.363
3737,11.7135,96.8012,165.012,126.474
3738,12.5088,97.8421,166.251,123.398
3739,12.6023,97.1228,166.404,123.871
3740,12.1988,98.8655,165.246,123.69
3741,12.2982,99.1637,164.45,124.088
3742,12.8246,98.076,164.959,124.14
3743,12.6959,95.5088,168.018,123.778
3744,12.7135,96.5848,167.69,123.012
3745,12.9357,99.5848,165.029,122.45
3746,12.6433,97.3977,166.117,123.842
3747,11.5146,100.602,167.281,120.602
3748,12.1111,94.924,165.532,127.433
3749,12.5322,97.4854,164.48,125.503
3750,13.4737,97,165.626,123.901
3751,12.5731,97.3275,165.667,124.433
3752,12.3099,99.0526,165.357,123.281
3753,11.2339,100.152,166.135,122.48
3754,11.5497,95.9181,166.058,126.474
3755,12.4386,99.1404,164.702,123.719
3756,12.5263,96.8596,164.608,126.006
3757,12.614,97.3041,167.596,122.485
3758,11.2105,96.807,166.281,125.702
3759,11.9474,100.216,164.743,123.094
3760,13,95.5906,164.333,127.076
3761,11.7778,99.0058,165.994,123.222
3762,12.3509,100.485,165.456,121.708
3763,13.0351,97.9181,163.883,125.164
3764,11.8772,99.5848,164.17,124.368
3765,12.2164,96.3801,166.55,124.854
3766,12.2515,97.9415,164.456,125.351
3767,12.2281,99.0877,165.462,123.222
3768,12.1404,97.655,167.018,123.187
3769,13.1579,94.0702,166.52,126.251
3770,12.4035,98.7368,165.585,123.275
3771,13.386,98.2339,166.749,121.632
3772,13.0702,98.5146,164.006,124.409
3773,12.6082,98.2398,165.275,123.877
3774,13.1579,97.4678,166.193,123.181
3775,13.1637,96.1053,164.035,126.696
3776,12.5848,97.655,162.398,127.363
3777,12.5848,97.4444,164.544,125.427
3778,12.9357,99.614,162.719,124.731
3779,12.4678,96.462,164.988,126.082
3780,12.5497,95.462,166.965,125.023
3781,11.6959,98.5906,166.696,123.018
3782,13.1404,98.2105,164.205,124.444
3783,12.3918,97.9123,164.83,124.865
3784,11.9825,100.556,163.596,123.865
3785,12.9708,97.3977,166.228,123.404
3786,12.3626,97.2515,167.561,122.825
3787,13.0351,99.4561,164.509,123
3788,11.9825,96.4211,166.468,125.129
3789,12.7836,96.9532,166.485,123.778
3790,13.2632,96.6491,166.93,123.158
3791,11.5789,98.3684,166.029,124.023
3792,11.9649,98.7953,166.047,123.193
3793,11.3918,99.2982,166.819,122.491
3794,12.7018,97.7836,165.684,123.83
3795,12.3216,98.0058,164.725,124.947
3796,12.3509,99.4094,164.123,124.117
3797,13.5146,98.8713,164.591,123.023
3798,12.9942,98.2632,165.637,123.105
3799,10.8889,99.7719,167.567,121.772
3800,11.6491,97.7193,166.345,124.287
3801,11.3743,96.5731,167.515,124.538
3802,12.4211,98.6842,163.749,125.146
3803,13.1579,99.0117,166.023,121.807
3804,12.2456,99.1462,165.982,122.626
3805,12.6433,99.7778,164.228,123.351
3806,11.8363,97.6316,166.117,124.415
3807,12.0702,98.269,165.784,123.877
3808,12.4035,98.2281,164.526,124.842
3809,13.2105,95.8363,165.608,125.345
3810,11.9708,98.5848,164.31,125.135
3811,11.2047,99.1404,167.661,121.994
3812,12.076,97.7018,166.053,124.17
3813,12.6374,99.3392,165.24,122.784
3814,12.924,97.1696,167.158,122.749
3815,11.7661,95.2164,167.281,125.737
3816,11.3275,99.4971,165.135,124.041
3817,12.8246,97.5205,164.901,124.754
3818,12.4971,98.3626,164.719,124.421
3819,12.2398,97.4211,166.76,123.579
3820,12.7018,98.9181,162.854,125.526
3821,12.3275,96.0819,166.643,124.947
3822,12.7895,97.9649,164.433,124.813
3823,12.8246,96.7427,168.158,122.275
3824,11.7836,97.8772,166.17,124.17
3825,12.1228,98.3041,164.643,124.93
3826,12.6901,99.2807,164.275,123.754
3827,11.4737,95.538,165.158,127.83
3828,12.0117,98.3216,165.339,124.327
3829,11.6725,99.2749,166.398,122.655
3830,11.1228,96.614,166.778,125.485
3831,11.9006,96.6842,165.053,126.363
3832,11.9532,100.684,163.86,123.503
3833,11.7427,97.7018,166.778,123.778
3834,11.345,99.6082,166.456,122.591
3835,11.9942,99.9474,165.398,122.661
3836,13.2573,97.117,165.117,124.509
3837,11.9825,96.883,164.848,126.287
3838,12.2456,97.5965,165.719,124.439
3839,11.9415,100.012,165.427,122.62
3840,12.6433,96.3801,165.918,125.058
3841,12.0877,97.5789,165.409,124.924
3842,12.9415,97.2281,164.836,124.994
3843,12,98.7953,165.573,123.632
3844,12.4035,96.9123,168.216,122.468
3845,12.6608,99.462,164.38,123.497
3846,13.1579,98.5439,165.099,123.199
3847,12.5673,97.3801,166.275,123.778
3848,12.5556,100.094,164.936,122.415
3849,11.9532,96.6491,165.912,125.485
3850,12.3801,96.2164,168.409,122.994
3851,11.9708,95.3275,165.322,127.38
3852,12.5789,96.2924,165.357,125.772
3853,12.2105,98.076,167.421,122.292
3854,13.0643,98.8947,166.099,121.942
3855,11.6784,99.3509,166.053,122.918
3856,12.7193,97.2982,167.368,122.614
3857,11.9298,97.8129,165.339,124.918
3858,11.5029,97.1462,166.719,124.632
3859,13.4386,96.1637,165.842,124.556
3860,11.3626,96.8538,166.608,125.175
3861,12.9298,99.5497,164.187,123.333
3862,12.4094,97.1696,166.819,123.602
3863,12.5322,97.462,166.099,123.906
3864,11.8012,98.3626,165.251,124.585
3865,12.8596,97.924,165.877,123.339
3866,12.7719,99.0702,162.743,125.415
3867,12.2632,97.2105,164.444,126.082
3868,11.8012,97.5322,165.55,125.117
3869,11.4211,100.772,163.491,124.316
3870,12.7836,97.4211,165.632,124.164
3871,13.7895,96.5789,163.731,125.901
3872,11.5205,98.8772,165.953,123.649
3873,12.7135,95.7485,166.158,125.38
3874,12.9123,96.8246,165.205,125.058
3875,12.1228,99.1462,165.649,123.082
3876,12.462,98.1462,163.661,125.731
3877,11.7719,99.8947,164.509,123.825
3878,13.4152,97.7544,165.023,123.807
3879,13.6725,96.5439,165.561,124.222
3880,12.6608,98.2982,164.567,124.474
3881,12.8538,94.9064,166.041,126.199
3882,12.9708,94.8421,167.444,124.743
3883,11.8713,96.3216,164.807,127
3884,11.4152,99.9474,164.222,124.415
3885,12.5263,97.4795,164.737,125.257
3886,12.2515,97.8947,165.848,124.006
3887,12.848,97.3684,166.515,123.269
3888,13.193,97.1228,165.673,124.012
3889,12.1111,99.3801,163.678,124.83
3890,12.1404,99.9591,164.865,123.035
3891,13.1754,97.4737,165.076,124.275
3892,12.0936,98.0643,167.082,122.76
3893,11.2164,99.1637,165.895,123.725
3894,12.3743,98.5029,167.784,121.339
3895,13.1754,96.807,166.345,123.673
3896,12.3977,98.5439,164.567,124.491
3897,13.1111,97.0058,165.538,124.345
3898,12.8947,95.9825,166.415,124.708
3899,13.0819,100.474,164.573,121.871
3900,11.4678,97.8246,166.281,124.427
3901,11.614,101.135,164.906,122.345
3902,12.117,99.6667,164.982,123.234
3903,11.2749,99.5322,166.105,123.088
3904,11.9064,97.9123,167.374,122.807
3905,12.6725,98.1696,165.117,124.041
3906,11.6608,96.8538,166.988,124.497
3907,12.5322,96.3216,165.725,125.421
3908,12.3275,96.9766,166.275,124.421
3909,13.1579,98.7251,162.725,125.392
3910,14.2924,99.6374,163.287,122.784
3911,12.1345,97.3801,166.503,123.982
3912,13.3041,96.7836,165.532,124.38
3913,11.7778,97.9357,164.743,125.544
3914,11.8655,99.0234,165.62,123.491
3915,13.4269,96.9766,165.509,124.088
3916,13.0409,99.076,165.538,122.345
3917,12.5322,99.2515,165.842,122.374
3918,13.2105,100.094,164.222,122.474
3919,13.7368,95.8129,165.433,125.018
3920,11.3041,96.5614,167.281,124.854
3921,10.6842,98.2047,164.316,126.795
3922,11.4444,98.5848,164.719,125.251
3923,11.6608,97.386,167.45,123.503
3924,13.5848,98.4035,164.713,123.298
3925,12.0526,97.9825,167.801,122.164
3926,13.152,96.0643,164.62,126.164
3927,12.7251,97.4971,164.684,125.094
3928,12.2924,95.4678,166.614,125.626
3929,12.3743,96.6608,164.743,126.222
3930,11.2632,97.6784,165.246,125.813
3931,13.0234,99.3333,165.526,122.117
3932,11.6257,98.3333,166.567,123.474
3933,11.9474,96.462,168.848,122.743
3934,11.9006,97.7544,166.135,124.211
3935,11.655,95.0643,165.24,128.041
3936,11.8129,97.0409,167.357,123.789
3937,12.2924,99.3158,165.789,122.602
3938,12.7953,99.0585,164.936,123.211
3939,13.6199,95.2281,165.544,125.608
3940,11.269,100.392,164.69,123.649
3941,12.3158,97.4327,165.152,125.099
3942,13.3626,96.9649,164.772,124.901
3943,11.5848,99.8246,165.275,123.316
3944,13,97.2105,164.836,124.953
3945,12.0234,99.4152,164.368,124.193
3946,11.6901,98.7836,164.228,125.298
3947,13.2164,97.924,165.526,123.333
3948,13.117,96.7485,165.661,124.474
3949,12.3333,96.924,165.228,125.515
3950,11.6608,98.0292,164.696,125.614
3951,12.848,97.9825,168.368,120.801
3952,13.4327,95.9591,164.836,125.772
3953,12.3041,97.193,166.503,124
3954,12.6784,98.3333,164.673,124.316
3955,12.8246,100.544,164.111,122.52
3956,13.2982,97.5263,164.918,124.257
3957,12.3977,94.2398,167.006,126.357
3958,11.5088,96.9708,166.029,125.491
3959,13.1228,96.614,164.901,125.363
3960,13.5205,99.4971,166.731,120.251
3961,11.9415,99.4561,161.088,127.515
